backend,dataset,train_time_seconds,predict_time_seconds
classical_svm_cpu,banknote,0.0007407665252685547,0.0002110004425048828
classical_svm_cpu,two_moons,0.0007607936859130859,0.00019168853759765625
qsvm_statevector,banknote,325.537966966629,162.1472475528717
qsvm_statevector,two_moons,196.51597094535828,60.808698654174805
qsvm_qasm,banknote,356.7551953792572,166.01738357543945
qsvm_qasm,two_moons,216.90220665931702,44.54098153114319
