backend,dataset,train_time_seconds,predict_time_seconds
classical_svm_cpu,banknote,0.0008552074432373047,0.00021910667419433594
classical_svm_cpu,two_moons,0.0009267330169677734,0.0002105236053466797
qsvm_statevector,banknote,33.06340742111206,11.352622032165527
qsvm_statevector,two_moons,16.657716989517212,4.835322380065918
qsvm_qasm,banknote,35.542930126190186,9.949743747711182
qsvm_qasm,two_moons,12.504149675369263,4.98077917098999
